|Titulo|Main Story|Main + Extras|Completionist|All Styles|Rating|Developer|Publishers|Genres
7403|Wagamama High Spec|12½ Hours|22½ Hours|--|17½ Hours|NR|madosoft|Sekai Project|Visual Novel
7404|Lode Runner Legacy|--|--|--|--|NR|Tozai Games, O-TWO|Tozai Games| July 13, 2017
7405|SolarGun|2 Hours|--|--|2 Hours|70|Mechanical Boss|Mechanical Boss|Platform, Puzzle
7406|Nioh - Defiant Honor DLC|6 Hours|9½ Hours|12 Hours|9 Hours|81| DLC/Expansion|Team Ninja|PC, PlayStation 4
7407|Metamorphic Force|--|34 Mins|--|34 Mins|80|Konami|Konami| August 1993
7408|Varenje|--|3½ Hours|5 Hours|4 Hours|NR|Play Cute|Dikobraz Games| 2017
7409|Impresja|--|--|3 Hours|3 Hours|60|Adam Tarnowski|Adam Tarnowski| July 27, 2017
7410|Battle Girls|--|4½ Hours|--|4½ Hours|NR|Brightly Studios|Dharker Studio|Visual Novel
7411|Goal Storm|--|--|--|--|NR|Konami|Konami| December 22, 1995
7412|Nemesis 3: The Eve of Destruction|--|--|--|--|NR|Konami|Shooter| 3.5 Days Ago
7413|Spider-Man: Homecoming - Virtual Reality Experience|5 Mins|--|15 Mins|5 Mins|47|CreateVR|Sony Pictures Virtual Reality|First-Person, Virtual Reality, Action, Adventure
7414|Kabounce|--|--|--|--|NR|Stitch Heads Entertainment|Stitch Heads Entertainment| May 29, 2018
7415|Big Nose the Caveman|2 Hours|--|--|2 Hours|60|Camerica|Codemasters|Puzzle
7416|Her Tears Were My Light|26 Mins|--|--|26 Mins|80|NomnomNami|Visual Novel| 15 Hours Ago
7417|Adiboud'chou à la Campagne|--|--|--|--|NR|Coktel Vision|Point-and-Click, Educational, Puzzle| 10.5 Months Ago
7418|Frantic Flea|--|--|--|--|NR|Haus Teknikka|GameTek| April 1996
7419|Sub Culture|--|--|--|--|NR|Criterion Software Group|Ubi Soft Entertainment Software| November 11, 1997
7420|Tanzia|--|6 Hours|--|6 Hours|NR|Arcanity|Arcanity| April 27, 2017
7421|Frisky Business|--|--|3½ Hours|3½ Hours|50|K Bros Games|K Bros Games| March 24, 2017
7422|Lone Echo|6 Hours|8½ Hours|--|7 Hours|86|Ready At Dawn|Oculus Studios|Adventure
7423|Sudden Strike II|--|--|--|--|NR|Fireglow|Kalypso Media Digital| August 30, 2002
7424|Sudden Strike 3|--|--|--|--|NR|Fireglow|Kalypso Media Digital| December 07, 2007
7425|Sudden Strike 4|20 Hours|39 Hours|--|24 Hours|80|Kite Games|Kalypso Media Digital|Real-Time, Strategy
7426|Picross NP Vol. 1|11½ Hours|--|18 Hours|14½ Hours|10|Jupiter Multimedia|Nintendo| April 01, 1999
7427|Picross NP Vol. 2|--|--|13 Hours|13 Hours|NR|Jupiter Multimedia|Nintendo| 8 Months Ago
7428|Onirim - Solitaire Card Game|5 Mins|15 Mins|--|5 Mins|70|Asmodee Digital, Playsoft, Z-Man Games|Asmodee Digital|Card Game
7429|Dispel|--|--|--|--|NR|Abalon Studio|IDG Poland| 1999
7430|Hand of the Gods|--|--|--|--|NR|Hi-Rez Studios|Hi-Rez Studios| September 12, 2017
7431|Persona 3: Dancing in Moonlight|2½ Hours|12½ Hours|13½ Hours|11 Hours|78|Atlus|PlayStation 4, PlayStation Vita| 2019
7432|Persona 5: Dancing in Starlight|5½ Hours|9½ Hours|12½ Hours|10 Hours|84|P-Studio|Atlus|Music/Rhythm
7433|Shephy|--|--|--|--|NR|Arc System Works|Arc System Works| August 03, 2017
7434|Collar x Malice|9½ Hours|38½ Hours|40 Hours|32 Hours|93|Idea Factory|Aksys Games|Visual Novel
7435|Liero|--|--|--|--|10|Joosa Riekkinen|PC| 1998
7436|PinOut|--|--|--|--|90|Mediocre|iOS| October 27, 2016
7437|Dark Elf|5 Hours|12 Hours|--|10 Hours|70|Oneone1|SakuraGame|Visual Novel
7438|Leashed Soul|--|--|--|--|NR|Level One Games|LumiNet| June 15, 2017
7439|Dark Mechanism|--|15 Mins|--|15 Mins|10|Field Of Vision|Field Of Vision| May 10, 2017
7440|DarkMaze (2017)|--|--|--|--|10|Chongqing Yan Wan network Technology|Chongqing Yan Wan network Technology| June 06, 2017
7441|Proton Pulse|--|--|--|--|NR|Justin Moravetz, Jake Kaufman|ZeroTransform| April 05, 2016
7442|Relax Walk VR|--|5 Mins|15 Mins|5 Mins|30|Indiecode Games|Indiecode Games|Adventure
7443|Space Slam|--|--|--|--|NR|;), Quickdraw Studios|Quickdraw Studios| January 12, 2017
7444|Speed and Scream|--|--|--|--|NR|iNFINITE Production|iNFINITE Production| April 30, 2017
7445|Streetball VR|--|--|42 Mins|42 Mins|NR|Indiecode Games|Indiecode Games| June 01, 2017
7446|Thunder Spheres|--|--|--|--|NR|Stickee|Stickee| December 09, 2016
7447|Unruly Ghouls|--|--|--|--|NR|Machete Games|Machete Games| October 19, 2016
7448|Vickinachi|--|--|--|--|NR|Hariharan S|Hariharan S| July 18, 2017
7449|Saucer-Like|20 Mins|55 Mins|1½ Hours|1 Hours|NR|Fosfatina Ediciones|Tizona Interactive|Point-and-Click, Adventure
7450|Felis|--|--|--|--|NR|Jose Pedro Díaz|Jose Pedro Díaz| December 28, 2016
7451|Avem33|--|--|--|--|NR|WaVR|WaVR| August 04, 2017
7452|Hatsukoi 1/1|--|--|45 Hours|45 Hours|20|Tone Work's|Tone Work's|Text, Visual Novel
7453|Mafia III - Stones Unturned DLC|2½ Hours|3 Hours|3½ Hours|2½ Hours|69| DLC/Expansion|Hangar 13|PC, PlayStation 4, Xbox One
7454|Timen Runner|--|--|9 Hours|9 Hours|40|Rex Pex Games|Rex Pex Games| May 26, 2017
7455|Balloon Chair Death Match|--|--|--|--|NR|Climax Studios|Climax Studios| July 13, 2017
7456|HELP: THE GAME|--|--|--|--|NR|Sports Interactive, Creative Assembly, Rovio, Torn Banner, Team 17, Sumo Digital, Bossa, Curve Digital, Hardlight, Spilt Milk Studios Ltd, Modern Dream|Sega| July 26, 2016
7457|Mervils: A VR Adventure|--|8½ Hours|--|8½ Hours|60|VitruviusVR|VitruviusVR| October 25, 2016
7458|Toon Ocean VR|--|--|--|--|NR|Tomilano|Tomilano| August 27, 2016
7459|Neko Navy|--|4 Hours|--|4 Hours|NR|DeathMofuMofu|Fruitbat Factory| June 14, 2017
7460|Mafia III - Sign of the Times DLC|2½ Hours|3½ Hours|4½ Hours|3½ Hours|69| DLC/Expansion|Hangar 13|PC, PlayStation 4, Xbox One
7461|Mafia III - Faster, Baby! DLC|2 Hours|3½ Hours|5½ Hours|3 Hours|66| DLC/Expansion|Hangar 13|PC, PlayStation 4, Xbox One
7462|The Shrouded Isle|2½ Hours|3 Hours|8 Hours|3 Hours|68|Jongwoo Kim, Erica Lahaie, FX Bilodeau, Tanya Short|Kitfox Games|Simulation
7463|Real War|--|--|--|--|NR|Rival Interactive|Simon & Schuster Interactive| 2000
7464|Accel World vs. Sword Art Online|24½ Hours|25½ Hours|120 Hours|34½ Hours|67|Artdink Corporation|BANDAI NAMCO Entertainment|Role-Playing
7465|Gauntlet III: The Final Quest|--|--|--|--|NR|Tengen|U.S. Gold| 4 Months Ago
7466|Block Wave|--|--|--|--|NR|Rlty Chk|Rlty Chk| September 09, 2016
7467|Nevrosa: Prelude|7 Mins|15 Mins|23 Mins|15 Mins|NR|GexagonVR|GexagonVR|Virtual Reality, Adventure
7468|Stunt Kite Masters VR|--|--|--|--|NR|HandyGames|HandyGames| June 01, 2017
7469|Xion (2017)|--|--|--|--|NR|Zenz VR|Zenz VR| June 23, 2017
7470|Anyland (2016)|--|--|--|--|NR|Scott Lowe, Philipp Lenssen|Scott Lowe, Philipp Lenssen| October 06, 2016
7471|Puzzle Adventure Blockle|--|--|--|--|NR|INTENSE|INTENSE| August 03, 2017
7472|Construct: Embers of Life|--|--|--|--|NR|Seth O'Dale|Seth O'Dale| August 07, 2017
7473|Tower of Time|36½ Hours|42 Hours|65 Hours|45 Hours|87|Event Horizon|Event Horizon|Role-Playing, Strategy
7474|Dandy (1983)|--|--|--|--|NR|John Palevich|Atari Program Exchange| 1983
7475|Children of Orc|--|--|--|--|NR|Game Studio Abraham Stolk|Game Studio Abraham Stolk| December 20, 2016
7476|Sine Mora EX|2 Hours|5 Hours|--|2½ Hours|68|Digital Reality, Grasshopper Manufacture, Gyroscope Games|THQ Nordic|Action, Shooter
7477|Dysfunctional Systems: Orientation|--|1½ Hours|2 Hours|2 Hours|60|Dischan Media|Dischan Media|Visual Novel
7478|Entschuldigung|30 Mins|--|1 Hours|58 Mins|60|NeoNight|NeoNight| December 20, 2016
7479|Games&Girls;|36 Mins|1 Hours|1½ Hours|57 Mins|43|Yume Creations|Yume Creations|Adventure
7480|Super Army of Tentacles 3: The Search for Army of Tentacles 2|--|--|--|--|NR|Stegalosaurus Game Development|Stegalosaurus Game Development| May 30, 2017
7481|Art Style: light trax|--|--|--|--|NR|Nintendo|Nintendo| 8 Months Ago
7482|Hand Simulator|--|--|--|--|10|HFM Games|HFM Games| July 18, 2017
7483|Einar|--|--|--|--|NR|DreamPunks|DreamPunks|Role-Playing
7484|Monster Hotel (2013)|--|--|5 Hours|5 Hours|60|XMPTGames|XMPTGames| October 22, 2013
7485|Expect The Unexpected|--|--|--|--|NR|GoldenGod Games|GoldenGod Games| December 09, 2016
7486|The Tower (2015)|1½ Hours|--|--|1½ Hours|NR|Narrow Monolith|Narrow Monolith| August 15, 2015
7487|Next Day: Survival|--|--|--|--|NR|SOFF Games|Last Level| July 20, 2017
7488|Elminage III: Ankoku no Shito to Taiyou no Kyuuden|--|--|--|--|NR|Opera House|Starfish SD| 4.5 Months Ago
7489|Halcyon 6: Lightspeed Edition|12½ Hours|13½ Hours|--|13 Hours|70|Massive Damage|Massive Damage|Role-Playing, Strategy
7490|Super Dungeon Tactics|18 Hours|19½ Hours|--|19 Hours|90|Underbite Games|Underbite Games|Strategy
7491|Hide (2011)|--|--|--|--|NR|PC|Survival, Survival Horror| 6.5 Months Ago
7492|Polybius|--|--|--|--|NR|Llamasoft|Virtual Reality| 2 Months Ago
7493|Mysterium: A Psychic Clue Game|2 Hours|4 Hours|--|2 Hours|NR|Asmodee Digital, Playsoft|Asmodee Digital|Board Game, Strategy
7494|Douche Bag|--|--|--|--|NR|Illumicorp|Illumicorp| August 04, 2017
7495|Formless Adventure|--|--|--|--|NR|Joyous Raccoon|New Reality Games| July 20, 2017
7496|Phobia (2017)|--|--|--|--|NR|VGstudio|VGstudio| June 09, 2017
7497|Lost Technology|--|--|--|--|NR|Studio 4D|Agm Playism| August 09, 2017
7498|Might and Magic: Heroes VI - Pirates of the Savage Sea Adventure Pack|4½ Hours|--|--|4½ Hours|NR| DLC/Expansion|Limbic Entertainment|Strategy
7499|8-bit Mario World - Desert Mario|5 Mins|--|--|5 Mins|NR| ROM Hack|Platform| 1 Year Ago
7500|Princess Evangile W Happiness|--|35 Hours|--|35 Hours|NR|Moonstone|MangaGamer|Visual Novel
7501|Princess Maker 3: Fairy Tales Come True|--|--|--|--|NR|CFK|CFK| June 27, 2017
7502|West of Loathing|7½ Hours|12 Hours|16½ Hours|11½ Hours|85|Asymmetric|Asymmetric|Role-Playing
7503|Fighting Fantasy Legends|--|--|15½ Hours|15½ Hours|NR|Nomad Games|Nomad Games|Adventure, Role-Playing
7504|Unearthed Inc: The Lost Temple|--|--|--|--|NR|Glo|Glo|Action, Adventure
7505|GORN|4 Hours|6½ Hours|7 Hours|5½ Hours|73|Free Lives|Devolver Digital|Virtual Reality, Action
7506|Save Your Mother|--|--|--|--|NR|Tuomo Laine|Tuomo's games| December 03, 2015
7507|Cat Quest|6 Hours|8 Hours|10½ Hours|8½ Hours|77|The Gentlebros|PQube Limited|Top-Down, Real-Time, Role-Playing
7508|ENIGMA:|3 Hours|--|15 Hours|9 Hours|80|Uzumeya|Fruitbat Factory|Visual Novel
7509|Code 7|--|--|--|--|NR|Goodwolf Studio|Goodwolf Studio| August 11, 2017
7510|Dead Horizon|15 Mins|15 Mins|15 Mins|15 Mins|71|14 Hours Productions|14 Hours Productions| August 11, 2017
7511|The Astral Hero|15 Mins|15 Mins|15 Mins|15 Mins|50|Ardi Studio|Ardi Studio|Action, Adventure
7512|The Adventurer - Episode 1: Beginning of the End|--|--|--|--|NR|ZemunBRE|ZemunBRE| July 31, 2017
7513|Wizard Fire|25 Mins|--|--|25 Mins|60|Data East|Data East| 1992
7514|Soulless (2012)|--|--|--|--|NR|Psytronik Software|Platform| 1 Year Ago
7515|The Miracle of Almana|--|--|--|--|NR|Konami|Konami| 1987
7516|Osman|--|--|--|--|NR|Mitchell Corporation|Mitchell Corporation, JP: Atlus| February 1996
7517|Shinrei Jusatsushi Taromaru|--|--|--|--|NR|Time Warner Interactive|Time Warner Interactive| January 1997
7518|Fuzzical Fighter|4 Hours|--|--|4 Hours|NR|Make|Sigma| May 17, 1991
7519|Connected Hearts|1 Hours|--|2½ Hours|1½ Hours|10|Eternal Night Studios|Stw Projects, Ziel Graywords|Simulation
7520|Figment (2017)|5 Hours|5½ Hours|8½ Hours|5½ Hours|68|Bedtime Digital Games|Bedtime Digital Games|Adventure
7521|Super Cloudbuilt|4½ Hours|6 Hours|65½ Hours|15½ Hours|87|Coilworks, Double Eleven|Double Eleven|Platform
7522|Fantasy Strike|--|--|--|--|80|Sirlin Games|Sirlin Games|Fighting
7523|Pressure Overdrive|--|--|--|--|NR|Chasing Carrots|Chasing Carrots| July 25, 2017
7524|Shootout on Cash Island|--|--|--|--|NR|Quantized Bit|Quantized Bit| June 01, 2017
7525|Sorgina: A Tale of Witches|--|3½ Hours|--|3½ Hours|60|Binary Soul|Binary Soul| May 30, 2017
7526|Phantom Trigger|4½ Hours|--|5½ Hours|5 Hours|63|Bread Team|tinyBuild|Third-Person, Action, Adventure
7527|Across The Moment|--|--|--|--|NR|Andrei Romanov|Andrei Romanov| June 05, 2017
7528|Aerial Destruction|--|--|2 Hours|2 Hours|20|Devdan Games|Devdan Games|Action, Simulation
7529|Bomb Defense (2017)|--|--|--|--|NR|Mitorah Games|Mitorah Games| July 05, 2017
7530|Burn It Down|--|--|--|--|NR|Tapinator, Max Ignatyev|K Bros Games| August 03, 2017
7531|Evil Glitch|--|--|--|--|NR|Agar3s|K Bros Games| May 31, 2017
7532|Flix and Chill 2: Millennials|1 Hours|1½ Hours|2 Hours|1½ Hours|NR|Jason Lovett|K Bros Games|Simulation
7533|In the Raven Shadow - Ve stinu havrana|50 Mins|--|--|50 Mins|NR|Rainbow Rhino, CINEMAX|CINEMAX| July 12, 2017
7534|Lamp Head|--|--|--|--|NR|Oriplay|Atomic Fabrik , Cristian Manolachi| June 01, 2017
7535|Spoids|--|--|--|--|NR|AirWave Games|BindleBot| February 20, 2017
7536|Tanks vs Aliens|--|--|--|--|NR|VR Features|K Bros Games| May 25, 2017
7537|There's Poop In My Soup: Pooping with Friends|--|--|--|--|NR|K Bros Games|K Bros Games| 11 Months Ago
7538|Visitors: Marine Invasion|--|--|--|--|NR|Black Side|Black Side| July 13, 2017
7539|qop|39 Mins|40 Mins|1 Hours|57 Mins|55|Quiet River|Quiet River|Puzzle
7540|Touhou 16: Hidden Star in Four Seasons|35 Mins|15 Hours|--|2½ Hours|65|Team Shanghai Alice|Team Shanghai Alice|Scrolling, Shooter
7541|Dead In Vinland|--|43 Hours|--|43 Hours|70|Cccp|Playdius, Plug In Digital|Adventure, Strategy
7542|Dragon Ball FighterZ|10½ Hours|23½ Hours|45½ Hours|13 Hours|82|Arc System Works|Bandai Namco Entertainment|Fighting
7543|Dragon Ball Heroes: Ultimate Mission|--|--|--|--|NR|B.B.Studio|Bandai Namco Games| February 28, 2013
7544|Dragon Ball Heroes: Ultimate Mission 2|--|--|--|--|NR|Namco Bandai Games|Bandai Namco Games| August 07, 2014
7545|Galaxy of Pen & Paper|10 Hours|--|--|10 Hours|60|Behold Studios|Behold Studios|Role-Playing
7546|ICY: Frostbite Edition|6½ Hours|11 Hours|25 Hours|11½ Hours|90|Inner Void|Digital Tribe|Visual Novel
7547|Zafehouse Diaries 2|--|--|--|--|NR|Screwfly Studios|Screwfly Studios| June 16, 2017
7548|StarCraft: Remastered|25 Hours|41 Hours|53 Hours|40½ Hours|92|Blizzard Entertainment|Blizzard Entertainment|Real-Time, Strategy
7549|Survival Driver|--|--|--|--|NR|Tero Lunkka|Tero Lunkka| August 15, 2017
7550|LA Soul|--|--|2 Hours|2 Hours|20|bch waves studio|bch waves studio| July 27, 2017
7551|MediEvil: Rolling Demo|--|--|--|--|NR|SCE Cambridge Studio|Sony Computer Entertainment| October 14, 1997
7552|Pole to Pole|--|--|--|--|NR| DLC/Expansion|First Class Simulations|First-Person, Simulation
7553|GRAVEN The Purple Moon Prophecy|2½ Hours|2½ Hours|3½ Hours|3 Hours|NR|Orchid Games|IQ Publishing|Hidden Object
7554|State of Extinction|--|--|--|--|NR|Stone Pixel Games|Stone Pixel Games| November 29, 2016
7555|Electronics Circuits Simulator|--|--|--|--|NR|Arttu Tuovinen, Alan Bourhis, Michael Callaghan|Michael Callaghan| July 06, 2017
7556|Robodemons|--|--|--|--|NR|Color Dreams|Color Dreams| 1990
7557|The Ranger: Lost Tribe|--|--|--|--|NR|Leiting Interactive|Leiting Interactive| August 02, 2017
7558|Super Dany|--|--|--|--|NR|Cryo Interactive|Virgin Interactive| 8 Months Ago
7559|Super Troll Islands|--|--|--|--|NR|Millennium Interactive|ASC Games| February 1994
7560|Adventures of Beetlejuice: Skeletons In The Closet|--|--|--|--|NR|Riedel Software Productions|Hi-Tech Expressions| 1990
7561|Beetlejuice: Horrific Hijinx from the Neitherworld!|2½ Hours|--|--|2½ Hours|60|Rare|LJN|Side, Action, Platform
7562|Brick Rigs|--|--|--|--|70|Lukas Rustemeyer|Lukas Rustemeyer| November 07, 2016
7563|Ghouls 'n Ghosts (8-bit)|3 Hours|--|--|3 Hours|76|Capcom|Sega|Side, Action, Arcade, Platform
7564|Super Ghouls 'n Ghosts (GBA)|11 Hours|--|--|11 Hours|70|Capcom|Capcom|Side, Scrolling, Action, Arcade, Platform
7565|Disney's Aladdin (1994)|1½ Hours|--|1½ Hours|1½ Hours|70|SIMS|Sega|Side, Scrolling, Action, Platform
7566|Teenage Mutant Ninja Turtles: Tournament Fighters (SNES)|36 Mins|--|6 Hours|57 Mins|64|Konami|Konami|Side, Action, Fighting
7567|Modern War (2016)|--|--|--|--|NR|Funzio Games|Action| 5.5 Months Ago
7568|Redeemer (2017)|5½ Hours|8 Hours|10½ Hours|8 Hours|55|Sobaka Studio|Gambitious Digital Entertainment|Top-Down, Action
7569|Beast Wrestler|--|--|--|--|NR|Riot|Renovation Products| October 14, 1991
7570|Golf Story|15½ Hours|17 Hours|19½ Hours|17 Hours|77|Sidebar Games|Sidebar Games|Top-Down, Role-Playing, Sports
7571|Crazy Freekick|45 Mins|--|--|45 Mins|NR|Hap Inc.|iOS| 1 Month Ago
7572|Jumps (2017)|3 Hours|--|--|3 Hours|NR|Kiwiforge|Kiwiforge| March 31, 2017
7573|Technoclash|--|--|--|--|NR|Zono|Electronic Arts| 1993
7574|Adventure Craft|--|--|--|--|NR|Edible Entertainment|Edible Entertainment| July 05, 2017
7575|Psebay|2½ Hours|4½ Hours|5½ Hours|3½ Hours|73|Eugeny Butakov|Eugeny Butakov|Racing
7576|GooCubelets: RGB|--|--|2½ Hours|2½ Hours|60|Zonitron Productions|Zonitron Productions| July 05, 2017
7577|GooCubelets: Color Blocking|--|--|2½ Hours|2½ Hours|60|Zonitron Productions|Zonitron Productions| July 18, 2017
7578|Resident Evil: Chronicles HD Collection|--|--|--|--|60|Cavia, Capcom|Capcom| 3.5 Weeks Ago
7579|Fight Fever|37 Mins|--|--|37 Mins|30|Viccom|Viccom, SNK| June 28, 1994
7580|The Trail: Frontier Challenge|--|--|--|--|60|22cans|Kongregate| August 15, 2017
7581|AFTERGRINDER|--|--|--|--|60|Grave Danger Games|Meridian4| July 18, 2017
7582|Mad Muzzles|--|--|2½ Hours|2½ Hours|60|hallunazigames|hallunazigames|Strategy
7583|Mad Show|--|--|--|--|NR|Rainbow Arts Software|Rainbow Arts Software| 1991
7584|Subsurface Circular|2 Hours|2 Hours|2 Hours|2 Hours|75|Bithell Games|Bithell Games|Point-and-Click, Text, Adventure, Puzzle, Visual Novel
7585|Chicken Labyrinth Puzzles|--|--|21 Mins|21 Mins|10|ZemunBRE|ZemunBRE|Puzzle
7586|Little Red Lie|6 Hours|7½ Hours|8 Hours|6½ Hours|60|Wzogi|Wzogi|Adventure
7587|Pixel Shopkeeper|8 Hours|--|--|8 Hours|NR|Pixel Prototype|Pixel Prototype|Adventure, Simulation
7588|Family Cobweb|--|--|2 Hours|2 Hours|60|bch waves studio|bch waves studio|Visual Novel
7589|The Heiress|10 Hours|--|--|10 Hours|NR|Oneone1|SakuraGame| August 11, 2017
7590|Achievement Hunter: Cromulent|--|2½ Hours|2½ Hours|2½ Hours|50|Putilin Industries|Putilin Industries| July 27, 2017
7591|Super Lumi Live|--|--|--|--|NR|Gemi Games|Flying Interactive| September 05, 2017
7592|Sonic: After the Sequel|--|--|5 Hours|5 Hours|77|LakeFeperd|LakeFeperd|Platform
7593|Death Dojo|--|--|--|--|NR|Ken Watanabe|Ken Watanabe| November 08, 2016
7594|ZeiramZone|--|--|--|--|NR|Tao Human Systems|Banpresto| December 13, 1996
7595|Gladiator School|--|--|--|--|NR|Raptor Claw Games|Raptor Claw Games| November 09, 2017
7596|Space Hotel|--|--|--|--|NR|NHLislive|Man Hockey| January 04, 2017
7597|Evolution (2016)|--|--|5 Mins|5 Mins|NR|Alex Williams|Grubby Monster Games| June 06, 2016
7598|Pepper's Puzzles|--|--|32½ Hours|32½ Hours|70|Emad|Emad|Puzzle
7599|Dolphin Island|--|--|--|--|70|Ubisoft|Ubisoft| October 30, 2009
7600|Cube Escape: The Lake|15 Mins|--|15 Mins|15 Mins|70|Rusty Lake|Rusty Lake|Puzzle
7601|Blue Horizon|--|--|--|--|40|Blue Horizon Studios|Blue Horizon Studios| August 18, 2017
7602|Original Journey|--|--|--|--|50|Bonfire Entertainment|Another Indie| August 16, 2017
7603|Dreamcage Escape|--|2 Hours|--|2 Hours|70|Big Loop Studios|Big Loop Studios|Point-and-Click, Hidden Object, Puzzle
7604|Ninja Master's: Haō Ninpō Chō|49 Mins|--|--|49 Mins|70|ADK, SNK|SNK| November 22, 2012
7605|Parascientific Escape: Crossing at the Farthest Horizon|6½ Hours|--|--|6½ Hours|NR|INTENSE|CIRCLE Ent.|Adventure, Puzzle
7606|Draw Puzzle|--|14 Hours|22 Hours|18 Hours|90|Hen Wen Studio|indienova|Puzzle
7607|Adventures of Abrix|--|--|--|--|NR|EJRGames|EJRGames| March 17, 2017
7608|Akuya|--|--|--|--|NR|Indie Dynamics|Indie Dynamics| December 16, 2016
7609|Beerman|--|--|2 Hours|2 Hours|NR|Lee Davidson|Lee Davidson| August 03, 2016
7610|Disney Infinity 1.0: Gold Edition|--|44 Hours|--|44 Hours|NR|Avalanche Software, Heavy Iron Studios|Disney Interactive| December 09, 2016
7611|Disney Infinity 2.0: Gold Edition|--|--|--|--|NR|Avalanche Software, Heavy Iron Studios|Disney Interactive| December 09, 2016
7612|Disney Infinity 3.0: Gold Edition|--|--|--|--|NR|Avalanche Software, Heavy Iron Studios|Disney Interactive| December 09, 2016
7613|Near Midnight|--|--|--|--|NR|Indie Dynamics|Indie Dynamics| December 15, 2016
7614|SkyBoats|--|--|--|--|NR|BrainGoodGames|BrainGoodGames| August 23, 2016
7615|Tales of the Elements: First Chapter|--|--|--|--|NR|Last BeNeVoLeNcE|RandomBeats Music| October 07, 2016
7616|Tank Assault X|--|--|--|--|NR|Starwind Games|Starwind Games| April 05, 2017
7617|Werther Quest|--|--|--|--|NR|Blueberry Studio|HCP Entertainment| January 18, 2017
7618|Destroyer: Invasion|--|--|--|--|NR|MFAFB Games|MFAFB Games| July 14, 2017
7619|MidBoss|--|--|--|--|NR|Kitsune Games|Kitsune Games| May 25, 2017
7620|Dynasty Warriors (2004)|8½ Hours|--|--|8½ Hours|10|Omega Force|Koei|Third-Person, Hack and Slash
7621|Achievement Hunter: Spinner Edition|--|--|2½ Hours|2½ Hours|40|Putilin Industries|Putilin Industries| August 04, 2017
7622|Cluckles' Adventure|--|--|--|--|NR|@lukasinspace|Funbit| April 10, 2017
7623|Paranormal Activity: The Lost Soul|2½ Hours|--|--|2½ Hours|70|Vrwerx|Vrwerx|Virtual Reality, Adventure, Survival Horror
7624|Among the Innocent: A Stricken Tale|--|--|--|--|60|Zero Degrees Games|Zero Degrees Games| February 14, 2017
7625|PAKO 2|--|--|--|--|NR|Tree Men Games|Tree Men Games| November 16, 2017
7626|Cosmic Cavern 3671|--|--|--|--|NR|Mindware|Mindware| July 14, 2016
7627|Corona Blossom: Vol.2 - The Truth From Beyond|--|--|7 Hours|7 Hours|NR|Frontwing|Frontwing USA| October 27, 2016
7628|Corona Blossom: Vol.3 - Journey to the Stars|--|--|7½ Hours|7½ Hours|NR|Frontwing|Frontwing USA| January 25, 2017
7629|Supermagical|--|--|--|--|NR|Super Awesome Hyper Dimensional Mega Team, Tama Global|Super Awesome Hyper Dimensional Mega Team| August 11, 2017
7630|Death Is Better Than Hell|--|--|3 Hours|3 Hours|10|Polina Alekseevna, EHTechnology|Polina Alekseevna, EHTechnology| August 02, 2017
7631|Achievement Hunter: Overdose|--|--|3 Hours|3 Hours|30|Putilin Industries|Putilin Industries| August 08, 2017
7632|Car Mechanic Simulator 2018|--|78½ Hours|--|78½ Hours|70|Red Dot Games|PlayWay|Simulation
7633|Gun-Running War Dogs|--|--|--|--|NR|Rotatipyra|New Reality Games| August 21, 2017
